,,Tischlampe,,Tischlampe ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,T- notizen,,T- notizen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Firmenfitnessstudio
 Alle Mitarbeiterinnen und Mitarbeiter sollen die Möglichkeit haben, die neue Fitnessstudio-Einrichtung am Arbeitsplatz während der Pausen zu nutzen. Dafür wird eine Gebühr von 15 Euro pro Monat direkt vom Gehalt abgezogen.
",Tischreservierug,,Tischreservierug für 4 Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,/Montagsabend 18:00/Menü 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Parkplätze für Gäste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Buchung,,Buchung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/27/2025,,6/13/2025,,,,,,,,,,,,,,,,,,,,,,1/10/2025
,"Standort ziehen                                                                                                   Alle Mitarbeiterinnen und Mitarbeiter in Ihrer Firma müssen an einen anderen Standort ziehen. Die Firma unterstützt Sie dabei und gewährt einen zusätzlichen Urlaubstag sowie fünf weitere Urlaubstage.
",test 040301,,Test 040301,Test 040301,,Test 040301,Test 040301,,,Test 040301,,,Test 040301,,,Test 040301,,,,,,,,,,,,,,,,,,,Test 040301,,,,,,,,,,,,,,,,,,test 040301,,,,,,,,,,,,test 040301,,test 040301,,,,,,,,,,,,,,test 040301,,,,,,,,test 040301
,,Umzug,,Umzug,Umzug,,Umzug,Umzug,,,Umzug,,,Umzug,,,Umzug,,,,,,,,,,,,,,,,,,,Umzug,,,,,,,,,,,,,,,,,,Umzug,,,,,,,,,,,,Umzug,,Umzug,,,,,,,,,,,,,,Umzug,,,,,,,,Umzug
,,T- notizen,,T- notizen,T- notizen,,T- notizen,T- notizen,,,T- notizen,,,T- notizen,,,T- notizen,,,,,,,,,,,,,,,,,,,T- notizen,,,,,,,,,,,,,,,,,,T- notizen,,,,,,,,,,,,T- notizen,,T- notizen,,,,,,,,,,,,,,T- notizen,,,,,,,,T-notizen
,,Hofmann ,,Hofmann ,,,Hofmann,Hofmann,,,Hofmann,,,,,,Hofmann,,,,,,,,,,,,,,,,,,,Hofmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hofmann,,Hofmann,,,,,,,,,,,,,,,,,,,,,,Städtler
,,200 Prospekte 80 sind gefallen ,,200 Prospekte 80 sind gefallen ,,,Beschwerde ,Beschwerde ,,,Beschwerde ,,,,,,Beschwerde ,,,,,,,,,,,,,,,,,,,Beschwerde ,,,,,,,,,,,,,,,,,,Beschwerde ,,,,,,,,,,,,Beschwerde ,,Beschwerde ,,,,,,,,,,,,,,,,,,,,,,
,Fitnessstudio                                                                                                              Alle Mitarbeiterinnen und Mitarbeiter sollen 35 Euro weniger Gehalt bekommen. Dafür bezahlt die Fira die Mitgliesschaft im Fitnessstudio.,Beschwerde,,Beschwerde,,,Prospekthüllen,Prospekthüllen,,,Prospekthüllen,,,,,,Prospekthüllen,,,,,,,,,,,,,,,,,,,Prospekthüllen,,,,,,,,,,,,,,,,,,Prospekthüllen,,,,,,,,,,,,Briefumschläge  einige sind gefallen ,,Briefumschläge  einige sind gefallen ,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14⁰⁰München ,,"9⁰⁰ Baden-Württemberg, Berlin, Lübeck, Hamburg, Bonn, Köln, Frankfurt, Niedersachsen, Düsseldorf, ",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/14/2025,,,,,,,,,4/14/2025,,,,,,,,,,2/7/2025,,,,
,Die Geschäftsführung Ihrer Firma plant in Zukunft am Arbeitsplatz Privathandy Nutzung zu verboten. Dieses Verbot gilt jedoch nicht für Chefs. Handy nur an der Pause.,test 040321,,,,,,,,,,,,,,,,,,,,test 040321,test 040321,,,,test 040321,,,,,,test 040321,,,,,,,,,,,,,,,,test 040321,,,,,,,,,,,,,,test 040321,,,,test 040321,,,,,,,,,test 040321,,,,,,,,,,test 040321,,,,
,,Umzug ,,,,,,,,,,,,,,,,,,,,Umzug ,Umzug ,,,,Umzug ,,,,,,Umzug ,,,,,,,,,,,,,,,,Umzug ,,,,,,,,,,,,,,Umzug ,,,,Umzug,,,,,,,,,Umzug ,,,,,,,,,,Umzug ,,,,
,,T- notizen,,,,,,,,,,,,,,,,,,,,T- notizen,T- notizen,,,,T- notizen,,,,,,T- notizen,,,,,,,,,,,,,,,,T- notizen,,,,,,,,,,,,,,T- notizen,,,,T- notizen,,,,,,,,,T- notizen,,,,,,,,,,T-notizen,,,,
,,Hoffmann,,,,,,,,,,,,,,,,,,,,Hoffmann,Hoffmann,,,,Hoffmann,,,,,,Hoffmann,,,,,,,,,,,,,,,,Hoffmann,,,,,,,,,,,,,,Hofmann,,,,Hofmann Beschwerde ,,,,,,,,,Müller,,,,,,,,,,Hoffmann,,,,
,,Beschwerde ,,,,,,,,,,,,,,,,,,,,Beschwerde ,Beschwerde ,,,,Beschwerde ,,,,,,Beschwerde ,,,,,,,,,,,,,,,,Beschwerde ,,,,,,,,,,,,,,Beschwerde ,,,,Briefumschläge  einige sind gefallen ,,,,,,,,,,,,,,,,,,,,,,,
,"Die Geschäftsleitung plant, statt des 
Weihnachtsferien zu Weihnachten mit allen Mitarbeiter*innen und ihren Familien nach einer europäischen Stadt fahren.
",Umschläge,,,,,,,,,,,,,,,,,,,,Umschläge,Umschläge,,,,Umschläge,,,,,,Briefumschläge statt Prospekthüllen,,,,,,,,,,,,,,,,Briefumschläge statt Prospekthüllen,,,,,,,,,,,,,,Briefumschläge  einige sind gefallen ,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11⁴⁵ Köln ,,,,Bonn ,,,,,,,,,Hessen ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/27/2025,,,,,,,,,,,,,,,,,,,,,,,,
,"Die Firma plant, jedes Jahr einen
""Mitarbeiterin des Jahres"" zu wählen. Der oder die Gewinner*in erhält eine finanzielle Belohnung.
",test 050301,,test 050301,test 050301,,test 050301,,,,,,test 050301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test 050301,,,,,,,,,,,,,,,,,,,,,,,,
,,Spülmaschine,,Spülmaschine,Spülmaschine,,Spülmaschine,,,,,,Spülmaschine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spülmaschine,,,,,,,,,,,,,,,,,,,,,,,,
,,,,T-notizen,T-notizen,,T-notizen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Strauß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"Premiumpapier/150шт/19,99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Alle Mitarbeiterinnen und Mitarbeiter in Ihrer Firma verpflichtet ein Spanischkurs machen, weil die Firma möchte in Spanien eine neue Stelle eröffnen und die Firma bezahlen vor die Kurs.",,,,,,Angebot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sachsen ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/13/2025,,,,,,,,,,,,,,,,,,,,,,
,"Alle Mitarbeiter in ihrer Firma sollen einen/eine Kolleg*in von jeder Abteilung auswählen, der/die für 6 Monaten nach Italien geht, um neue Kollegen*inen im Firmenstandort einzuarbeiten.",test 050321,,test 050321,test 050321,test 050321,test 050321,test 050321,test 050321,,,test 050321,,,,,,,,,,,,,,,,,,,,,,,,,test 050321,,,,,,,,,,,,test 050321,,,,,test 050321,,,test 050321,,,,,,,,,,,test 050321,,,,,test 050321,,,,,,,,,,,,,,,,,
,,Spülmaschine ,,Spülmaschine ,Spülmaschine ,Spülmaschine ,,Spülmaschine ,Spülmaschine ,,,Spülmaschine ,,,,,,,,,,,,,,,,,,,,,,,,,Spülmaschine ,,,,,,,,,,,,Spülmaschine ,,,,,Spülmaschine ,,,Spülmaschine ,,,,,,,,,,,Spülmaschine ,,,,,Spülmaschine ,,,,,,,,,,,,,,,,,
,,T-notizen,,T-notizen,T-notizen,T-notizen,T-notizen,T-notizen,T-notizen,,,T-notizen,,,,,,,,,,,,,,,,,,,,,,,,,T-notizen,,,,,,,,,,,,T-notizen,,,,,T-notizen,,,T-notizen,,,,,,,,,,,T-notizen,,,,,T-notizen,,,,,,,,,,,,,,,,,
,,Strauß Angebot,,,,,,,Strauß ,,,Strauß Angebot,,,,,,,,,,,,,,,,,,,,,,,,,Strauß Angebot,,,,,,,,,,,,,,,,,Strauß Angebot,,,,,,,,,,,,,,Strauß Angebot ,,,,,новый??,,,,,,,,,,,,,,,,,
,,Premiumpapier,,,,,,Premiumpapier,Premiumpapier,,,Premiumpapier,,,,,,,,,,,,,,,,,,,,,,,,,Premiumpapier,,,,,,,,,,,,Premiumpapier,,,,,Premiumpapier,,,Premiumpapier,,,,,,,,,,,Premiumpapier,,,,,,,,,,,,,,,,,,,,,,
,"Alle Mitarbeiter in der Firma sollen keine festangestellten Kollegen erhalten. Die Firma leiht sich bei Bedarf Mitarbeiter von externen Firmen, um Stellen zu besetzen.",,,,,,,,Angebot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Mündlich 100101,,,,,,Mündlich 100101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13⁰⁰ Berlin ,,,,,Augsburg (BA),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"21 Für alle Mitarbeiterinnen und Mitarbeiter, die nachts arbeiten, hat ",test 060201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"die Firma einen Kita eingerichtet, der 24 bis 7 Uhr funktioniert.",Umzug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
," (24 Stunden Kinderbetreuung)
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,22 Alle Mitarbeiterinnen und Mitarbeiter sollen in der Firma am ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Samstag beschäftigt sein, dafür bekommen sie kostenloses Essen.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/25/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Thema A: ""Die Schließung der Kantine""
Alle Mitarbeiterinnen und Mitarbeiter in Ihren Firma sollen zukünftig nicht mehr in der Kantine essen können. Diese wird geschlossen. Stattdessen werden Essenmarken für verschiedene Restaurants in der Nähe ausgegeben.
",test 060301,,,test 060301,test 060301,test 060301,,,,,,,test 060301,test 060301,,,,,,,,,,,,,,,,,,,,test 060301,,,,,,,,,,,,,,,,,,,,,,,,,,,test 060301,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Umzug,,,Umzug,Umzug,Umzug,,,,,,,Umzug,Umzug,,,,,,,,,,,,,,,,,,,,Umzug,,,,,,,,,,,,,,,,,,,,,,,,,,,Umzug Kienzle ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,T-notizen,,,T-notizen,T-notizen,T-notizen,,,,,,,T-notizen,T-notizen,,,,,,,,,,,,,,,,,,,,T-notizen,,,,,,,,,,,,,,,,,,,,,,,,,,,T-notizen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Bestellung ,,,Bestellung ,Bestellung ,Bestellung ,,,,,,,,Bestellung ,,,,,,,,,,,,,,,,,,,,Bestellung ,,,,,,,,,,,,,,,,,,,,,,,,,,,Bestellung ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Thema B: ""Sparpläne""
Alle Mitarbeiterinnen und Mitarbeiter in Ihren Firma sollen zukünftig ihre Büros erst ab Oktober heizen und die Raumtemperatur auf maximal 19°C begrenzen. Das Unternehmen möchte damit die Energiekosten reduzieren.
",Müller ,,,,Müller,Müller,,,,,,,Müller ,,,,,,,,,,,,,,,,,,,,,Müller/Möller ; Menü N,,,,,,,,,,,,,,,,,,,,,,,,,,,Müller ; Menü N3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Tisch für 4/5??? Pers.,,,Tisch in einem Restaurant ,Tisch in einem Restaurant ,Tisch in einem Restaurant ,,,,,,,,Tisch für 4/5 Pers.,,,,,,,,,,,,,,,,,,,,Tisch für 4/5 Pers.,,,,,,,,,,,,,,,,,,,,,,,,,,,Tisch für 4 Pers.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Parkplätze?,,,,,,,,,,,,,Parkplätze?,,,,,,,,,,,,,,,,,,,,Parkplätze?,,,,,,,,,,,,,,,,,,,,,,,,,,,Parkplätze?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,menü N3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14⁰⁰ München, Bremen, Bayern, ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Mündlich 060101/050201,,,Mündlich 050201,,,,,,,,,Mündlich 060101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9⁰⁰ Köln, München, Sachsen, Hamburg, NRW, Düsseldorf, Leipzig, Vechta, Singen, Koblenz, Saarbrücken, Brandenburg, Chemnitz, ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/26/2025,,,,,,,,,,,5/16/2025,,,,4/14/2025,,,,,,,,,,,,,,
,"Alle Mitarbeitenden müssen die verbleibenden Urlaubstage bis zum Ende eines jeden Jahres verbraucht werden, sonst verfallen sie. /Все сотрудники должны использовать свой отпуск до конца года, так как его нельзя перенести на следующий год.",test 060321,,test 060321,test 060321,,,test 060321,test 060321,,,,test 060321,test 060321,test 060321,test 060321,,,,test 060321,,,,,,,,,,,,,,,,,,,,,,,,,,test 060321,,,,,,,,,,,,,,,test 060321,,,,,,,,,,,test 060321,,,,test 060321,,,,,,,,,,,,,,
,,Umzug,,Umzug,Umzug,,,Umzug,Umzug,,,,Umzug,Umzug,Umzug,Umzug,,,,Umzug,,,,,,,,,,,,,,,,,,,,,,,,,,Umzug,,,,,,,,,,,,,,,Umzug,,,,,,,,,,,Umzug,,,,Umzug,,,,,,,,,,,,,,
,,T-notizen,,T-notizen,T-notizen,,,T-notizen,T-notizen,,,,T-notizen,T-notizen,T-notizen,T-notizen,,,,T-notizen,,,,,,,,,,,,,,,,,,,,,,,,,,T-notizen,,,,,,,,,,,,,,,T-notizen,,,,,,,,,,,T-notizen,,,,T-notizen,,,,,,,,,,,,,,
,,Buchung ,,Buchung ,Buchung ,,,Buchung ,Buchung ,,,,,,,Buchung ,,,,Buchung ,,,,,,,,,,,,,,,,,,,,,,,,,,Buchung ,,,,,,,,,,,,,,,Buchung ,,,,,,,,,,,Buchung ,,,,Buchung ,,,,,,,,,,,,,,
,,Mueller ,,,,,,Müller,Müller,,,,,,,Müller/Mueller ,,,,Müller/Mueller ,,,,,,,,,,,,,,,,,,,,,,,,,,Müller/Mueller ,,,,,,,,,,,,,,,Mueller Menü N2,,,,,,,,,,,Mueller ,,,,Mueller ,,,,,,,,,,,,,,
,Alle Mitarbeitenden sollen nicht eigene Geräte im Büro aufladen und nur Geräte von der Firma verwenden./ Личный телефоны и остальные электроприборы запрещено заряжать. Работники могут пользоваться и заряжать только рабочие электроприборы.,,,Tisch für,Tisch für,,,Tisch für 6 Pers.,Tisch für 6 Pers.,,,,,,,,,,,Tisch für 6 Pers.,,,,,,,,,,,,,,,,,,,,,,,,,,Tisch für 6 Pers.,,,,,,,,,,,,,,,Tisch für 6 Pers.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mittagmorgen 12⁰⁰,,,,,,,,,,,,,,,Montag 12⁰⁰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Parkplätze?,,,,,,,,,,,,,,,Parkplätze?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9⁰⁰ NRW ,,,,,,,,,,,?,,,,Vormittag ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,25 Alle Mitarbeiterinnen und Mitarbeiter sollen samstags 2 Mal ,test 070201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pro Jahr an Fortbildungen teilnehmen. Zusätzlich bekommen sie ,Reinigung ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"einen Urlaubstag.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"26 Um die Mitarbeiterbindung zu stärken, möchte unsere Firma ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,in Zukunft den Mitarbeiterinnen und Mitarbeitern alle 5 Jahre ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,den Urlaub um einen Tag verlängern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/3/2025,,,,,,,,,,,,,,,,,
,"""Zusätliche Urlaubstage"". 
Alle Mitarbeiterinnen und Mitarbeiter in Ihrer Firma sollen für besonders gute Arbeitsleistungen nicht mehr wie bisher eine Bonuszahlung erhalten. Stattdessen bekommen sie zusätliche Urlaubstage.
",test 070301,,,,test 070301,test 070301,,,,,,test 070301,,test 070301,test 070301,,test 070301,,,,,,,,,,,,,,,,,test 070301,,,,,test 070301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test 070301,,,,,,,,,,,,,,,,,
,,Reinigung ,,,,Reinigung ,Reinigung ,,,,,,Reinigung ,,Reinigung ,Reinigung ,,Reinigung ,,,,,,,,,,,,,,,,,Reinigung ,,,,,Reinigung ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reinigung ,,,,,,,,,,,,,,,,,
,,T-notizen,,,,T-notizen,T-notizen,,,,,,T-notizen,,T-notizen,T-notizen,,T-notizen,,,,,,,,,,,,,,,,,T-notizen,,,,,T-notizen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T-notizen,,,,,,,,,,,,,,,,,
,,Müller ,,,,,,,,,,,,,,Müller,,Müller/Möller ; Menü N 4,,,,,,,,,,,,,,,,,Müller/Möller ; Menü N 4,,,,,Müller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Müller,,,,,,,,,,,,,,,,,
,,Buchung ,,,,,,,,,,,,,,,,Tisch für 2+1 Pers.,,,,,,,,,,,,,,,,,Tisch für 2+1 Pers.,,,,,Buchung ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buchung ,,,,,,,,,,,,,,,,,
," ""Soziales Engagement""
Alle Mitarbeiterinnen und Mitarbeiter in Ihrer Firma  sollen sich anstelle eines Betriebsausflugs dieses Jahr an einem sozialen Tag gemeinsam ehrenamtlich engagieren. Auch dieser Tag zählt als Arbeitszeit.
",,,,,,,,,,,,,,,,,Buchung ,,,,,,,,,,,,,,,,,Buchung ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9⁰⁰München (BA),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/3/2025,,,,,,,,,,,,,,,,,
,"Thema Erste-Hilfe-Kurs 
Die Geschäftsleitung mochte, dass alle Mitarbeiter am WE einen verpflichtenden Erste-Hilfe-Kurs absolvieren. Der Kurs wird vom Unternehmen bezahlt.  Die Mitarbeiter können anschließend unter der Woche einen ",test 070321,,test 070321,,,test 070321,,test 070321,,,test 070321,,,,test 070321,,,test 070321,,,,,test 070321,,,,,,,,,,,,,,,,,,,,,,,,,test 070321,,,,,test 070321,,,,test 070321,,test 070321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Reinigung ,,Reinigung ,,,Reinigung ,,Reinigung ,,,Reinigung ,,,,Reinigung ,,,Reinigung ,,,,,Reinigung ,,,,,,,,,,,,,,,,,,,,,,,,,Reinigung ,,,,,Reinigung ,,,,Reinigung ,,Reinigung ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
